Sequence,RES_OCC_SCH,RES_LIGHT_SCH,RES_EQP_SCH
4068,0.25,0.119,0.7
4069,0.25,0.119,0.69
4070,0.25,0.119,0.66
4071,0.25,0.119,0.65
4072,0.25,0.206,0.68
4073,0.3,0.439,0.8
4074,0.52,0.616,1
4075,0.87,0.829,1
4076,0.87,0.986,0.93
4077,0.87,1,0.89
4078,1,0.692,0.85
4079,1,0.384,0.71
4080,1,0.16,0.58
4081,1,0.067,0.45
4082,1,0.067,0.41
4083,1,0.067,0.39
4084,1,0.067,0.38
4085,1,0.187,0.38
4086,1,0.394,0.43
4087,1,0.44,0.54
4088,0.85,0.393,0.65
4089,0.39,0.172,0.66
4090,0.25,0.119,0.67
4091,0.25,0.119,0.69
4092,0.25,0.119,0.7
4093,0.25,0.119,0.69
4094,0.25,0.119,0.66
4095,0.25,0.119,0.65
4096,0.25,0.206,0.68
4097,0.3,0.439,0.8
4098,0.52,0.616,1
4099,0.87,0.829,1
4100,0.87,0.986,0.93
4101,0.87,1,0.89
4102,1,0.692,0.85
4103,1,0.384,0.71
4104,1,0.16,0.58
4105,1,0.067,0.45
4106,1,0.067,0.41
4107,1,0.067,0.39
4108,1,0.067,0.38
4109,1,0.187,0.38
4110,1,0.394,0.43
4111,1,0.44,0.54
4112,0.85,0.393,0.65
4113,0.39,0.172,0.66
4114,0.25,0.119,0.67
4115,0.25,0.119,0.69
4116,0.25,0.119,0.7
4117,0.25,0.119,0.69
4118,0.25,0.119,0.66
4119,0.25,0.119,0.65
4120,0.25,0.206,0.68
4121,0.3,0.439,0.8
4122,0.52,0.616,1
4123,0.87,0.829,1
4124,0.87,0.986,0.93
4125,0.87,1,0.89
4126,1,0.692,0.85
4127,1,0.384,0.71
4128,1,0.16,0.58
4129,1,0.067,0.45
4130,1,0.067,0.41
4131,1,0.067,0.39
4132,1,0.067,0.38
4133,1,0.187,0.38
4134,1,0.394,0.43
4135,1,0.44,0.54
4136,0.85,0.393,0.65
4137,0.39,0.172,0.66
4138,0.25,0.119,0.67
4139,0.25,0.119,0.69
4140,0.25,0.119,0.7
4141,0.25,0.119,0.69
4142,0.25,0.119,0.66
4143,0.25,0.119,0.65
4144,0.25,0.206,0.68
4145,0.3,0.439,0.8
4146,0.52,0.616,1
4147,0.87,0.829,1
4148,0.87,0.986,0.93
4149,0.87,1,0.89
4150,1,0.692,0.85
4151,1,0.384,0.71
4152,1,0.16,0.58
4153,1,0.067,0.45
4154,1,0.067,0.41
4155,1,0.067,0.39
4156,1,0.067,0.38
4157,1,0.187,0.38
4158,1,0.394,0.43
4159,1,0.44,0.54
4160,0.85,0.393,0.65
4161,0.39,0.172,0.66
4162,0.25,0.119,0.67
4163,0.25,0.119,0.69
4164,0.25,0.119,0.7
4165,0.25,0.119,0.69
4166,0.25,0.119,0.66
4167,0.25,0.119,0.65
4168,0.25,0.206,0.68
4169,0.3,0.439,0.8
4170,0.52,0.616,1
4171,0.87,0.829,1
4172,0.87,0.986,0.93
4173,0.87,1,0.89
4174,1,0.692,0.85
4175,1,0.384,0.71
4176,1,0.16,0.58
4177,1,0.067,0.45
4178,1,0.067,0.41
4179,1,0.067,0.39
4180,1,0.067,0.38
4181,1,0.187,0.38
4182,1,0.394,0.43
4183,1,0.44,0.54
4184,0.85,0.393,0.65
4185,0.39,0.172,0.66
4186,0.25,0.119,0.67
4187,0.25,0.119,0.69
4188,0.25,0.119,0.7
4189,0.25,0.119,0.69
4190,0.25,0.119,0.66
4191,0.25,0.119,0.65
4192,0.25,0.206,0.68
4193,0.3,0.439,0.8
4194,0.52,0.616,1
4195,0.87,0.829,1
4196,0.87,0.986,0.93
4197,0.87,1,0.89
4198,1,0.692,0.85
4199,1,0.384,0.71
4200,1,0.16,0.58
4201,1,0.067,0.45
4202,1,0.067,0.41
4203,1,0.067,0.39
4204,1,0.067,0.38
4205,1,0.187,0.38
4206,1,0.394,0.43
4207,1,0.44,0.54
4208,0.85,0.393,0.65
4209,0.39,0.172,0.66
4210,0.25,0.119,0.67
4211,0.25,0.119,0.69
4212,0.25,0.119,0.7
4213,0.25,0.119,0.69
4214,0.25,0.119,0.66
4215,0.25,0.119,0.65
4216,0.25,0.206,0.68
4217,0.3,0.439,0.8
4218,0.52,0.616,1
4219,0.87,0.829,1
4220,0.87,0.986,0.93
4221,0.87,1,0.89
4222,1,0.692,0.85
4223,1,0.384,0.71
4224,1,0.16,0.58
4225,1,0.067,0.45
4226,1,0.067,0.41
4227,1,0.067,0.39
4228,1,0.067,0.38
4229,1,0.187,0.38
4230,1,0.394,0.43
4231,1,0.44,0.54
4232,0.85,0.393,0.65
4233,0.39,0.172,0.66
4234,0.25,0.119,0.67
4235,0.25,0.119,0.69
4236,0.25,0.119,0.7
4237,0.25,0.119,0.69
4238,0.25,0.119,0.66
4239,0.25,0.119,0.65
4240,0.25,0.206,0.68
4241,0.3,0.439,0.8
4242,0.52,0.616,1
4243,0.87,0.829,1
4244,0.87,0.986,0.93
4245,0.87,1,0.89
4246,1,0.692,0.85
4247,1,0.384,0.71
4248,1,0.16,0.58
4249,1,0.067,0.45
4250,1,0.067,0.41
4251,1,0.067,0.39
4252,1,0.067,0.38
4253,1,0.187,0.38
4254,1,0.394,0.43
4255,1,0.44,0.54
4256,0.85,0.393,0.65
4257,0.39,0.172,0.66
4258,0.25,0.119,0.67
4259,0.25,0.119,0.69
4260,0.25,0.119,0.7
4261,0.25,0.119,0.69
4262,0.25,0.119,0.66
4263,0.25,0.119,0.65
4264,0.25,0.206,0.68
4265,0.3,0.439,0.8
4266,0.52,0.616,1
4267,0.87,0.829,1
4268,0.87,0.986,0.93
4269,0.87,1,0.89
4270,1,0.692,0.85
4271,1,0.384,0.71
4272,1,0.16,0.58
4273,1,0.067,0.45
4274,1,0.067,0.41
4275,1,0.067,0.39
4276,1,0.067,0.38
4277,1,0.187,0.38
4278,1,0.394,0.43
4279,1,0.44,0.54
4280,0.85,0.393,0.65
4281,0.39,0.172,0.66
4282,0.25,0.119,0.67
4283,0.25,0.119,0.69
4284,0.25,0.119,0.7
4285,0.25,0.119,0.69
4286,0.25,0.119,0.66
4287,0.25,0.119,0.65
4288,0.25,0.206,0.68
4289,0.3,0.439,0.8
4290,0.52,0.616,1
4291,0.87,0.829,1
4292,0.87,0.986,0.93
4293,0.87,1,0.89
4294,1,0.692,0.85
4295,1,0.384,0.71
4296,1,0.16,0.58
4297,1,0.067,0.45
4298,1,0.067,0.41
4299,1,0.067,0.39
4300,1,0.067,0.38
4301,1,0.187,0.38
4302,1,0.394,0.43
4303,1,0.44,0.54
4304,0.85,0.393,0.65
4305,0.39,0.172,0.66
4306,0.25,0.119,0.67
4307,0.25,0.119,0.69
4308,0.25,0.119,0.7
4309,0.25,0.119,0.69
4310,0.25,0.119,0.66
4311,0.25,0.119,0.65
4312,0.25,0.206,0.68
4313,0.3,0.439,0.8
4314,0.52,0.616,1
4315,0.87,0.829,1
4316,0.87,0.986,0.93
4317,0.87,1,0.89
4318,1,0.692,0.85
4319,1,0.384,0.71
4320,1,0.16,0.58
4321,1,0.067,0.45
4322,1,0.067,0.41
4323,1,0.067,0.39
4324,1,0.067,0.38
4325,1,0.187,0.38
4326,1,0.394,0.43
4327,1,0.44,0.54
4328,0.85,0.393,0.65
4329,0.39,0.172,0.66
4330,0.25,0.119,0.67
4331,0.25,0.119,0.69
4332,0.25,0.119,0.7
4333,0.25,0.119,0.69
4334,0.25,0.119,0.66
4335,0.25,0.119,0.65
4336,0.25,0.206,0.68
4337,0.3,0.439,0.8
4338,0.52,0.616,1
4339,0.87,0.829,1
4340,0.87,0.986,0.93
4341,0.87,1,0.89
4342,1,0.692,0.85
4343,1,0.384,0.71
4344,1,0.16,0.58
4345,1,0.067,0.45
4346,1,0.067,0.41
4347,1,0.067,0.39
4348,1,0.067,0.38
4349,1,0.187,0.38
4350,1,0.394,0.43
4351,1,0.44,0.54
4352,0.85,0.393,0.65
4353,0.39,0.172,0.66
4354,0.25,0.119,0.67
4355,0.25,0.119,0.69
4356,0.25,0.119,0.7
4357,0.25,0.119,0.69
4358,0.25,0.119,0.66
4359,0.25,0.119,0.65
4360,0.25,0.206,0.68
4361,0.3,0.439,0.8
4362,0.52,0.616,1
4363,0.87,0.829,1
4364,0.87,0.986,0.93
4365,0.87,1,0.89
4366,1,0.692,0.85
4367,1,0.384,0.71
4368,1,0.16,0.58
4369,1,0.067,0.45
4370,1,0.067,0.41
4371,1,0.067,0.39
4372,1,0.067,0.38
4373,1,0.187,0.38
4374,1,0.394,0.43
4375,1,0.44,0.54
4376,0.85,0.393,0.65
4377,0.39,0.172,0.66
4378,0.25,0.119,0.67
4379,0.25,0.119,0.69
4380,0.25,0.119,0.7
4381,0.25,0.119,0.69
4382,0.25,0.119,0.66
4383,0.25,0.119,0.65
4384,0.25,0.206,0.68
4385,0.3,0.439,0.8
4386,0.52,0.616,1
4387,0.87,0.829,1
4388,0.87,0.986,0.93
4389,0.87,1,0.89
4390,1,0.692,0.85
4391,1,0.384,0.71
4392,1,0.16,0.58
4393,1,0.067,0.45
4394,1,0.067,0.41
4395,1,0.067,0.39
4396,1,0.067,0.38
4397,1,0.187,0.38
4398,1,0.394,0.43
4399,1,0.44,0.54
4400,0.85,0.393,0.65
4401,0.39,0.172,0.66
4402,0.25,0.119,0.67
4403,0.25,0.119,0.69
4404,0.25,0.119,0.7
4405,0.25,0.119,0.69
4406,0.25,0.119,0.66
4407,0.25,0.119,0.65
4408,0.25,0.206,0.68
4409,0.3,0.439,0.8
4410,0.52,0.616,1
4411,0.87,0.829,1
4412,0.87,0.986,0.93
4413,0.87,1,0.89
4414,1,0.692,0.85
4415,1,0.384,0.71
4416,1,0.16,0.58
4417,1,0.067,0.45
4418,1,0.067,0.41
4419,1,0.067,0.39
4420,1,0.067,0.38
4421,1,0.187,0.38
4422,1,0.394,0.43
4423,1,0.44,0.54
4424,0.85,0.393,0.65
4425,0.39,0.172,0.66
4426,0.25,0.119,0.67
4427,0.25,0.119,0.69
4428,0.25,0.119,0.7
4429,0.25,0.119,0.69
4430,0.25,0.119,0.66
4431,0.25,0.119,0.65
4432,0.25,0.206,0.68
4433,0.3,0.439,0.8
4434,0.52,0.616,1
4435,0.87,0.829,1
4436,0.87,0.986,0.93
4437,0.87,1,0.89
4438,1,0.692,0.85
4439,1,0.384,0.71
4440,1,0.16,0.58
4441,1,0.067,0.45
4442,1,0.067,0.41
4443,1,0.067,0.39
4444,1,0.067,0.38
4445,1,0.187,0.38
4446,1,0.394,0.43
4447,1,0.44,0.54
4448,0.85,0.393,0.65
4449,0.39,0.172,0.66
4450,0.25,0.119,0.67
4451,0.25,0.119,0.69
4452,0.25,0.119,0.7
4453,0.25,0.119,0.69
4454,0.25,0.119,0.66
4455,0.25,0.119,0.65
4456,0.25,0.206,0.68
4457,0.3,0.439,0.8
4458,0.52,0.616,1
4459,0.87,0.829,1
4460,0.87,0.986,0.93
4461,0.87,1,0.89
4462,1,0.692,0.85
4463,1,0.384,0.71
4464,1,0.16,0.58
4465,1,0.067,0.45
4466,1,0.067,0.41
4467,1,0.067,0.39
4468,1,0.067,0.38
4469,1,0.187,0.38
4470,1,0.394,0.43
4471,1,0.44,0.54
4472,0.85,0.393,0.65
4473,0.39,0.172,0.66
4474,0.25,0.119,0.67
4475,0.25,0.119,0.69
4476,0.25,0.119,0.7
4477,0.25,0.119,0.69
4478,0.25,0.119,0.66
4479,0.25,0.119,0.65
4480,0.25,0.206,0.68
4481,0.3,0.439,0.8
4482,0.52,0.616,1
4483,0.87,0.829,1
4484,0.87,0.986,0.93
4485,0.87,1,0.89
4486,1,0.692,0.85
4487,1,0.384,0.71
4488,1,0.16,0.58
4489,1,0.067,0.45
4490,1,0.067,0.41
4491,1,0.067,0.39
4492,1,0.067,0.38
4493,1,0.187,0.38
4494,1,0.394,0.43
4495,1,0.44,0.54
4496,0.85,0.393,0.65
4497,0.39,0.172,0.66
4498,0.25,0.119,0.67
4499,0.25,0.119,0.69
4500,0.25,0.119,0.7
4501,0.25,0.119,0.69
4502,0.25,0.119,0.66
4503,0.25,0.119,0.65
4504,0.25,0.206,0.68
4505,0.3,0.439,0.8
4506,0.52,0.616,1
4507,0.87,0.829,1
4508,0.87,0.986,0.93
4509,0.87,1,0.89
4510,1,0.692,0.85
4511,1,0.384,0.71
4512,1,0.16,0.58
4513,1,0.067,0.45
4514,1,0.067,0.41
4515,1,0.067,0.39
4516,1,0.067,0.38
4517,1,0.187,0.38
4518,1,0.394,0.43
4519,1,0.44,0.54
4520,0.85,0.393,0.65
4521,0.39,0.172,0.66
4522,0.25,0.119,0.67
4523,0.25,0.119,0.69
4524,0.25,0.119,0.7
4525,0.25,0.119,0.69
4526,0.25,0.119,0.66
4527,0.25,0.119,0.65
4528,0.25,0.206,0.68
4529,0.3,0.439,0.8
4530,0.52,0.616,1
4531,0.87,0.829,1
4532,0.87,0.986,0.93
4533,0.87,1,0.89
4534,1,0.692,0.85
4535,1,0.384,0.71
4536,1,0.16,0.58
4537,1,0.067,0.45
4538,1,0.067,0.41
4539,1,0.067,0.39
4540,1,0.067,0.38
4541,1,0.187,0.38
4542,1,0.394,0.43
4543,1,0.44,0.54
4544,0.85,0.393,0.65
4545,0.39,0.172,0.66
4546,0.25,0.119,0.67
4547,0.25,0.119,0.69
4548,0.25,0.119,0.7
4549,0.25,0.119,0.69
4550,0.25,0.119,0.66
4551,0.25,0.119,0.65
4552,0.25,0.206,0.68
4553,0.3,0.439,0.8
4554,0.52,0.616,1
4555,0.87,0.829,1
4556,0.87,0.986,0.93
4557,0.87,1,0.89
4558,1,0.692,0.85
4559,1,0.384,0.71
4560,1,0.16,0.58
4561,1,0.067,0.45
4562,1,0.067,0.41
4563,1,0.067,0.39
4564,1,0.067,0.38
4565,1,0.187,0.38
4566,1,0.394,0.43
4567,1,0.44,0.54
4568,0.85,0.393,0.65
4569,0.39,0.172,0.66
4570,0.25,0.119,0.67
4571,0.25,0.119,0.69
4572,0.25,0.119,0.7
4573,0.25,0.119,0.69
4574,0.25,0.119,0.66
4575,0.25,0.119,0.65
4576,0.25,0.206,0.68
4577,0.3,0.439,0.8
4578,0.52,0.616,1
4579,0.87,0.829,1
4580,0.87,0.986,0.93
4581,0.87,1,0.89
4582,1,0.692,0.85
4583,1,0.384,0.71
4584,1,0.16,0.58
4585,1,0.067,0.45
4586,1,0.067,0.41
4587,1,0.067,0.39
4588,1,0.067,0.38
4589,1,0.187,0.38
4590,1,0.394,0.43
4591,1,0.44,0.54
4592,0.85,0.393,0.65
4593,0.39,0.172,0.66
4594,0.25,0.119,0.67
4595,0.25,0.119,0.69
4596,0.25,0.119,0.7
4597,0.25,0.119,0.69
4598,0.25,0.119,0.66
4599,0.25,0.119,0.65
4600,0.25,0.206,0.68
4601,0.3,0.439,0.8
4602,0.52,0.616,1
4603,0.87,0.829,1
4604,0.87,0.986,0.93
4605,0.87,1,0.89
4606,1,0.692,0.85
4607,1,0.384,0.71
4608,1,0.16,0.58
4609,1,0.067,0.45
4610,1,0.067,0.41
4611,1,0.067,0.39
4612,1,0.067,0.38
4613,1,0.187,0.38
4614,1,0.394,0.43
4615,1,0.44,0.54
4616,0.85,0.393,0.65
4617,0.39,0.172,0.66
4618,0.25,0.119,0.67
4619,0.25,0.119,0.69
4620,0.25,0.119,0.7
4621,0.25,0.119,0.69
4622,0.25,0.119,0.66
4623,0.25,0.119,0.65
4624,0.25,0.206,0.68
4625,0.3,0.439,0.8
4626,0.52,0.616,1
4627,0.87,0.829,1
4628,0.87,0.986,0.93
4629,0.87,1,0.89
4630,1,0.692,0.85
4631,1,0.384,0.71
4632,1,0.16,0.58
4633,1,0.067,0.45
4634,1,0.067,0.41
4635,1,0.067,0.39
4636,1,0.067,0.38
4637,1,0.187,0.38
4638,1,0.394,0.43
4639,1,0.44,0.54
4640,0.85,0.393,0.65
4641,0.39,0.172,0.66
4642,0.25,0.119,0.67
4643,0.25,0.119,0.69
4644,0.25,0.119,0.7
4645,0.25,0.119,0.69
4646,0.25,0.119,0.66
4647,0.25,0.119,0.65
4648,0.25,0.206,0.68
4649,0.3,0.439,0.8
4650,0.52,0.616,1
4651,0.87,0.829,1
4652,0.87,0.986,0.93
4653,0.87,1,0.89
4654,1,0.692,0.85
4655,1,0.384,0.71
4656,1,0.16,0.58
4657,1,0.067,0.45
4658,1,0.067,0.41
4659,1,0.067,0.39
4660,1,0.067,0.38
4661,1,0.187,0.38
4662,1,0.394,0.43
4663,1,0.44,0.54
4664,0.85,0.393,0.65
4665,0.39,0.172,0.66
4666,0.25,0.119,0.67
4667,0.25,0.119,0.69
4668,0.25,0.119,0.7
4669,0.25,0.119,0.69
4670,0.25,0.119,0.66
4671,0.25,0.119,0.65
4672,0.25,0.206,0.68
4673,0.3,0.439,0.8
4674,0.52,0.616,1
4675,0.87,0.829,1
4676,0.87,0.986,0.93
4677,0.87,1,0.89
4678,1,0.692,0.85
4679,1,0.384,0.71
4680,1,0.16,0.58
4681,1,0.067,0.45
4682,1,0.067,0.41
4683,1,0.067,0.39
4684,1,0.067,0.38
4685,1,0.187,0.38
4686,1,0.394,0.43
4687,1,0.44,0.54
4688,0.85,0.393,0.65
4689,0.39,0.172,0.66
4690,0.25,0.119,0.67
4691,0.25,0.119,0.69
4692,0.25,0.119,0.7
4693,0.25,0.119,0.69
4694,0.25,0.119,0.66
4695,0.25,0.119,0.65
4696,0.25,0.206,0.68
4697,0.3,0.439,0.8
4698,0.52,0.616,1
4699,0.87,0.829,1
4700,0.87,0.986,0.93
4701,0.87,1,0.89
4702,1,0.692,0.85
4703,1,0.384,0.71
4704,1,0.16,0.58
4705,1,0.067,0.45
4706,1,0.067,0.41
4707,1,0.067,0.39
4708,1,0.067,0.38
4709,1,0.187,0.38
4710,1,0.394,0.43
4711,1,0.44,0.54
4712,0.85,0.393,0.65
4713,0.39,0.172,0.66
4714,0.25,0.119,0.67
4715,0.25,0.119,0.69
4716,0.25,0.119,0.7
4717,0.25,0.119,0.69
4718,0.25,0.119,0.66
4719,0.25,0.119,0.65
4720,0.25,0.206,0.68
4721,0.3,0.439,0.8
4722,0.52,0.616,1
4723,0.87,0.829,1
4724,0.87,0.986,0.93
4725,0.87,1,0.89
4726,1,0.692,0.85
4727,1,0.384,0.71
4728,1,0.16,0.58
4729,1,0.067,0.45
4730,1,0.067,0.41
4731,1,0.067,0.39
4732,1,0.067,0.38
4733,1,0.187,0.38
4734,1,0.394,0.43
4735,1,0.44,0.54
4736,0.85,0.393,0.65
4737,0.39,0.172,0.66
4738,0.25,0.119,0.67
4739,0.25,0.119,0.69
4740,0.25,0.119,0.7
4741,0.25,0.119,0.69
4742,0.25,0.119,0.66
4743,0.25,0.119,0.65
4744,0.25,0.206,0.68
4745,0.3,0.439,0.8
4746,0.52,0.616,1
4747,0.87,0.829,1
4748,0.87,0.986,0.93
4749,0.87,1,0.89
4750,1,0.692,0.85
4751,1,0.384,0.71
4752,1,0.16,0.58
4753,1,0.067,0.45
4754,1,0.067,0.41
4755,1,0.067,0.39
4756,1,0.067,0.38
4757,1,0.187,0.38
4758,1,0.394,0.43
4759,1,0.44,0.54
4760,0.85,0.393,0.65
4761,0.39,0.172,0.66
4762,0.25,0.119,0.67
4763,0.25,0.119,0.69
4764,0.25,0.119,0.7
4765,0.25,0.119,0.69
4766,0.25,0.119,0.66
4767,0.25,0.119,0.65
4768,0.25,0.206,0.68
4769,0.3,0.439,0.8
4770,0.52,0.616,1
4771,0.87,0.829,1
4772,0.87,0.986,0.93
4773,0.87,1,0.89
4774,1,0.692,0.85
4775,1,0.384,0.71
4776,1,0.16,0.58
4777,1,0.067,0.45
4778,1,0.067,0.41
4779,1,0.067,0.39
4780,1,0.067,0.38
4781,1,0.187,0.38
4782,1,0.394,0.43
4783,1,0.44,0.54
4784,0.85,0.393,0.65
4785,0.39,0.172,0.66
4786,0.25,0.119,0.67
4787,0.25,0.119,0.69
4788,0.25,0.119,0.7
4789,0.25,0.119,0.69
4790,0.25,0.119,0.66
4791,0.25,0.119,0.65
4792,0.25,0.206,0.68
4793,0.3,0.439,0.8
4794,0.52,0.616,1
4795,0.87,0.829,1
4796,0.87,0.986,0.93
4797,0.87,1,0.89
4798,1,0.692,0.85
4799,1,0.384,0.71
4800,1,0.16,0.58
4801,1,0.067,0.45
4802,1,0.067,0.41
4803,1,0.067,0.39
4804,1,0.067,0.38
4805,1,0.187,0.38
4806,1,0.394,0.43
4807,1,0.44,0.54
4808,0.85,0.393,0.65
4809,0.39,0.172,0.66
4810,0.25,0.119,0.67
4811,0.25,0.119,0.69
4812,0.25,0.119,0.7
4813,0.25,0.119,0.69
4814,0.25,0.119,0.66
4815,0.25,0.119,0.65
4816,0.25,0.206,0.68
4817,0.3,0.439,0.8
4818,0.52,0.616,1
4819,0.87,0.829,1
4820,0.87,0.986,0.93
4821,0.87,1,0.89
4822,1,0.692,0.85
4823,1,0.384,0.71
4824,1,0.16,0.58
4825,1,0.067,0.45
4826,1,0.067,0.41
4827,1,0.067,0.39
4828,1,0.067,0.38
4829,1,0.187,0.38
4830,1,0.394,0.43
4831,1,0.44,0.54
4832,0.85,0.393,0.65
4833,0.39,0.172,0.66
4834,0.25,0.119,0.67
4835,0.25,0.119,0.69
4836,0.25,0.119,0.7
4837,0.25,0.119,0.69
4838,0.25,0.119,0.66
4839,0.25,0.119,0.65
4840,0.25,0.206,0.68
4841,0.3,0.439,0.8
4842,0.52,0.616,1
4843,0.87,0.829,1
4844,0.87,0.986,0.93
4845,0.87,1,0.89
4846,1,0.692,0.85
4847,1,0.384,0.71
4848,1,0.16,0.58
4849,1,0.067,0.45
4850,1,0.067,0.41
4851,1,0.067,0.39
4852,1,0.067,0.38
4853,1,0.187,0.38
4854,1,0.394,0.43
4855,1,0.44,0.54
4856,0.85,0.393,0.65
4857,0.39,0.172,0.66
4858,0.25,0.119,0.67
4859,0.25,0.119,0.69
4860,0.25,0.119,0.7
4861,0.25,0.119,0.69
4862,0.25,0.119,0.66
4863,0.25,0.119,0.65
4864,0.25,0.206,0.68
4865,0.3,0.439,0.8
4866,0.52,0.616,1
4867,0.87,0.829,1
4868,0.87,0.986,0.93
4869,0.87,1,0.89
4870,1,0.692,0.85
4871,1,0.384,0.71
4872,1,0.16,0.58
4873,1,0.067,0.45
4874,1,0.067,0.41
4875,1,0.067,0.39
4876,1,0.067,0.38
4877,1,0.187,0.38
4878,1,0.394,0.43
4879,1,0.44,0.54
4880,0.85,0.393,0.65
4881,0.39,0.172,0.66
4882,0.25,0.119,0.67
4883,0.25,0.119,0.69
4884,0.25,0.119,0.7
4885,0.25,0.119,0.69
4886,0.25,0.119,0.66
4887,0.25,0.119,0.65
4888,0.25,0.206,0.68
4889,0.3,0.439,0.8
4890,0.52,0.616,1
4891,0.87,0.829,1
4892,0.87,0.986,0.93
4893,0.87,1,0.89
4894,1,0.692,0.85
4895,1,0.384,0.71
4896,1,0.16,0.58
4897,1,0.067,0.45
4898,1,0.067,0.41
4899,1,0.067,0.39
4900,1,0.067,0.38
4901,1,0.187,0.38
4902,1,0.394,0.43
4903,1,0.44,0.54
4904,0.85,0.393,0.65
4905,0.39,0.172,0.66
4906,0.25,0.119,0.67
4907,0.25,0.119,0.69
4908,0.25,0.119,0.7
4909,0.25,0.119,0.69
4910,0.25,0.119,0.66
4911,0.25,0.119,0.65
4912,0.25,0.206,0.68
4913,0.3,0.439,0.8
4914,0.52,0.616,1
4915,0.87,0.829,1
4916,0.87,0.986,0.93
4917,0.87,1,0.89
4918,1,0.692,0.85
4919,1,0.384,0.71
4920,1,0.16,0.58
4921,1,0.067,0.45
4922,1,0.067,0.41
4923,1,0.067,0.39
4924,1,0.067,0.38
4925,1,0.187,0.38
4926,1,0.394,0.43
4927,1,0.44,0.54
4928,0.85,0.393,0.65
4929,0.39,0.172,0.66
4930,0.25,0.119,0.67
4931,0.25,0.119,0.69
4932,0.25,0.119,0.7
4933,0.25,0.119,0.69
4934,0.25,0.119,0.66
4935,0.25,0.119,0.65
4936,0.25,0.206,0.68
4937,0.3,0.439,0.8
4938,0.52,0.616,1
4939,0.87,0.829,1
4940,0.87,0.986,0.93
4941,0.87,1,0.89
4942,1,0.692,0.85
4943,1,0.384,0.71
4944,1,0.16,0.58
4945,1,0.067,0.45
4946,1,0.067,0.41
4947,1,0.067,0.39
4948,1,0.067,0.38
4949,1,0.187,0.38
4950,1,0.394,0.43
4951,1,0.44,0.54
4952,0.85,0.393,0.65
4953,0.39,0.172,0.66
4954,0.25,0.119,0.67
4955,0.25,0.119,0.69
4956,0.25,0.119,0.7
4957,0.25,0.119,0.69
4958,0.25,0.119,0.66
4959,0.25,0.119,0.65
4960,0.25,0.206,0.68
4961,0.3,0.439,0.8
4962,0.52,0.616,1
4963,0.87,0.829,1
4964,0.87,0.986,0.93
4965,0.87,1,0.89
4966,1,0.692,0.85
4967,1,0.384,0.71
4968,1,0.16,0.58
4969,1,0.067,0.45
4970,1,0.067,0.41
4971,1,0.067,0.39
4972,1,0.067,0.38
4973,1,0.187,0.38
4974,1,0.394,0.43
4975,1,0.44,0.54
4976,0.85,0.393,0.65
4977,0.39,0.172,0.66
4978,0.25,0.119,0.67
4979,0.25,0.119,0.69
4980,0.25,0.119,0.7
4981,0.25,0.119,0.69
4982,0.25,0.119,0.66
4983,0.25,0.119,0.65
4984,0.25,0.206,0.68
4985,0.3,0.439,0.8
4986,0.52,0.616,1
4987,0.87,0.829,1
4988,0.87,0.986,0.93
4989,0.87,1,0.89
4990,1,0.692,0.85
4991,1,0.384,0.71
4992,1,0.16,0.58
4993,1,0.067,0.45
4994,1,0.067,0.41
4995,1,0.067,0.39
4996,1,0.067,0.38
4997,1,0.187,0.38
4998,1,0.394,0.43
4999,1,0.44,0.54
5000,0.85,0.393,0.65
5001,0.39,0.172,0.66
5002,0.25,0.119,0.67
5003,0.25,0.119,0.69
5004,0.25,0.119,0.7
5005,0.25,0.119,0.69
5006,0.25,0.119,0.66
5007,0.25,0.119,0.65
5008,0.25,0.206,0.68
5009,0.3,0.439,0.8
5010,0.52,0.616,1
5011,0.87,0.829,1
5012,0.87,0.986,0.93
5013,0.87,1,0.89
5014,1,0.692,0.85
5015,1,0.384,0.71
5016,1,0.16,0.58
5017,1,0.067,0.45
5018,1,0.067,0.41
5019,1,0.067,0.39
5020,1,0.067,0.38
5021,1,0.187,0.38
5022,1,0.394,0.43
5023,1,0.44,0.54
5024,0.85,0.393,0.65
5025,0.39,0.172,0.66
5026,0.25,0.119,0.67
5027,0.25,0.119,0.69
5028,0.25,0.119,0.7
5029,0.25,0.119,0.69
5030,0.25,0.119,0.66
5031,0.25,0.119,0.65
5032,0.25,0.206,0.68
5033,0.3,0.439,0.8
5034,0.52,0.616,1
5035,0.87,0.829,1
5036,0.87,0.986,0.93
5037,0.87,1,0.89
5038,1,0.692,0.85
5039,1,0.384,0.71
5040,1,0.16,0.58
5041,1,0.067,0.45
5042,1,0.067,0.41
5043,1,0.067,0.39
5044,1,0.067,0.38
5045,1,0.187,0.38
5046,1,0.394,0.43
5047,1,0.44,0.54
5048,0.85,0.393,0.65
5049,0.39,0.172,0.66
5050,0.25,0.119,0.67
5051,0.25,0.119,0.69
5052,0.25,0.119,0.7
5053,0.25,0.119,0.69
5054,0.25,0.119,0.66
5055,0.25,0.119,0.65
5056,0.25,0.206,0.68
5057,0.3,0.439,0.8
5058,0.52,0.616,1
5059,0.87,0.829,1
5060,0.87,0.986,0.93
5061,0.87,1,0.89
5062,1,0.692,0.85
5063,1,0.384,0.71
5064,1,0.16,0.58
5065,1,0.067,0.45
5066,1,0.067,0.41
5067,1,0.067,0.39
5068,1,0.067,0.38
5069,1,0.187,0.38
5070,1,0.394,0.43
